IdOpinion,IdCliente,IdProducto,Fecha,Comentario,Clasificación,PuntajeSatisfacción,Fuente
3182,6022,682,2025-02-22,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3183,8525,995,2025-09-26,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3184,9586,136,2025-05-18,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3185,7326,294,2025-05-25,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
3186,4433,703,2024-04-15,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3187,7340,350,2023-06-04,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3188,9041,783,2024-03-08,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3189,4465,990,2024-03-04,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3190,8018,899,2023-03-01,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3191,6367,285,2023-08-22,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3192,122,529,2024-09-18,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
3193,3968,753,2024-09-07,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3194,1042,332,2024-06-08,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3195,2371,115,2023-12-29,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3196,9338,532,2024-04-10,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
3197,1725,668,2024-06-20,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3198,6554,477,2025-01-29,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3199,1138,40,2024-12-07,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3200,8162,864,2025-11-23,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3201,4864,16,2025-05-30,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3202,791,824,2025-11-08,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3203,1315,85,2023-11-26,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3204,1866,649,2024-08-07,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3205,5139,800,2024-04-16,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3206,2212,209,2025-12-01,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3207,1973,996,2025-04-02,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3208,20,779,2024-12-01,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
3209,5931,523,2025-09-03,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3210,5397,75,2025-12-05,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3211,2201,730,2023-12-28,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3212,6238,565,2025-10-12,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3213,23,126,2024-03-31,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3214,9873,265,2024-02-09,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3215,6610,112,2023-05-13,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3216,6587,104,2024-09-01,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3217,9957,386,2025-09-07,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
3218,283,87,2025-06-17,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
3219,1935,930,2023-11-02,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3220,7131,917,2024-10-03,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
3221,3723,385,2025-10-14,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
3222,9251,647,2025-03-16,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3223,9672,332,2025-09-14,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3224,6660,592,2023-03-01,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3225,1001,429,2024-03-14,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3226,1725,149,2025-03-12,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3227,6763,757,2025-06-07,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3228,6587,480,2024-08-06,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3229,1267,967,2024-10-28,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3230,552,582,2024-03-01,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3231,9351,971,2025-03-27,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3232,8606,153,2024-07-21,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3233,416,749,2025-01-27,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3234,5543,455,2025-04-26,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3235,8142,369,2025-11-03,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3236,2212,905,2023-02-10,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
3237,2699,159,2025-03-26,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3238,3850,571,2025-04-30,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3239,8492,539,2025-08-25,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3240,2371,823,2025-02-02,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3241,5782,353,2025-04-12,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
3242,1272,302,2025-08-25,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3243,8883,48,2023-01-22,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3244,9586,260,2025-04-22,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
3245,2439,567,2024-05-25,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3246,8255,550,2025-08-27,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3247,2064,639,2024-11-12,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3248,2993,332,2023-04-24,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
3249,1287,483,2025-11-26,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3250,8373,73,2023-01-02,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3251,3652,47,2023-07-22,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3252,7080,835,2024-10-17,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3253,3635,856,2023-05-01,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3254,705,259,2025-03-29,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3255,6003,586,2024-10-29,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3256,253,149,2023-02-03,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3257,4422,390,2024-05-29,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
3258,157,970,2025-03-15,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3259,5358,548,2023-02-22,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3260,1873,430,2025-02-22,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3261,7602,312,2023-01-21,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3262,4598,90,2024-04-16,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3263,8020,610,2024-07-27,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
3264,8023,953,2025-06-25,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
3265,8723,565,2023-04-27,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3266,190,609,2024-11-07,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3267,5665,668,2023-09-23,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3268,184,480,2023-10-22,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3269,2410,360,2025-11-07,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3270,3696,840,2023-12-03,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3271,5394,784,2025-07-12,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
3272,6554,477,2025-06-12,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3273,2231,112,2023-06-07,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3274,6821,703,2023-03-13,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3275,9046,95,2023-07-30,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3276,4701,443,2025-03-13,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3277,2487,323,2024-01-10,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3278,2898,426,2025-05-29,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3279,8303,889,2025-07-03,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3280,8124,175,2023-07-10,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
3281,6509,659,2023-11-17,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3282,9807,750,2024-10-21,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3283,1488,752,2025-08-07,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
3284,8328,654,2023-11-26,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3285,2898,602,2025-02-27,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3286,5784,771,2024-10-29,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3287,947,649,2024-03-03,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3288,353,124,2025-12-22,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3289,988,54,2023-07-26,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3290,2794,297,2025-07-22,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3291,4623,224,2025-11-21,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3292,2120,79,2024-08-10,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3293,3652,268,2025-03-21,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3294,5311,367,2024-12-06,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3295,4943,179,2024-07-03,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3296,6273,784,2023-08-09,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3297,3792,337,2025-04-12,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3298,7211,538,2025-12-22,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3299,3723,396,2025-09-13,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3300,4091,96,2023-01-09,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3301,2120,175,2024-03-17,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
3302,5177,323,2023-09-25,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3303,5679,67,2025-10-31,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3304,4129,698,2025-09-13,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3305,7140,672,2024-06-02,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3306,7503,88,2025-12-18,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3307,4235,38,2024-01-02,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
3308,996,443,2023-12-28,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3309,1803,482,2025-12-02,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3310,8691,637,2025-06-19,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3311,9516,289,2023-12-29,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3312,6372,483,2024-05-26,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3313,5139,638,2023-06-16,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3314,1028,408,2023-02-18,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3315,9485,893,2023-08-18,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3316,5113,215,2024-06-29,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3317,9634,744,2025-03-06,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3318,6003,765,2024-01-17,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
3319,5127,19,2023-05-13,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3320,3032,856,2023-09-06,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3321,4664,13,2025-07-16,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3322,7129,271,2025-06-26,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
3323,6558,55,2024-01-08,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3324,1725,638,2023-11-20,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3325,1935,744,2025-12-25,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3326,5612,150,2024-09-18,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3327,6022,592,2024-01-03,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3328,8693,703,2023-08-05,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3329,9018,139,2023-12-17,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
3330,4119,629,2023-02-26,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3331,2634,211,2025-11-04,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3332,7073,60,2024-01-05,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3333,4119,38,2024-07-30,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3334,9945,207,2023-10-02,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
3335,5177,672,2023-04-12,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3336,4662,16,2024-02-14,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3337,6660,592,2024-02-07,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3338,2686,426,2025-11-08,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3339,2756,339,2023-07-29,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3340,7129,702,2025-05-03,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
3341,1585,57,2024-02-09,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3342,9780,985,2025-01-16,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
3343,2560,871,2024-12-19,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3344,9321,903,2024-08-03,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3345,4105,576,2025-11-02,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3346,23,140,2023-01-10,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3347,7079,488,2025-08-04,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3348,7504,376,2024-02-08,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3349,9909,375,2025-05-15,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
3350,9769,970,2024-06-27,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
3351,5499,905,2024-09-07,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
3352,8124,388,2024-01-27,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3353,7935,337,2023-02-17,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3354,8267,90,2025-08-24,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3355,8424,850,2024-05-15,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
3356,3629,613,2023-10-14,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3357,9873,265,2024-06-10,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3358,9769,571,2025-10-31,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3359,6287,315,2024-07-31,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
3360,7140,539,2023-04-17,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3361,7282,75,2025-10-28,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3362,4433,195,2024-02-05,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
3363,3916,130,2025-10-26,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3364,8901,358,2023-11-11,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3365,1276,594,2024-06-17,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3366,3318,396,2023-07-10,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3367,3318,629,2024-07-31,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3368,5433,46,2024-06-13,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3369,9338,529,2025-01-18,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
3370,5500,287,2025-10-16,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3371,9169,632,2023-01-02,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3372,1829,978,2023-03-10,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3373,947,828,2024-06-08,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
3374,5304,705,2023-10-23,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
3375,2231,547,2023-08-10,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3376,8810,374,2023-07-28,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
3377,3909,393,2025-08-22,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
3378,6817,323,2025-04-18,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
3379,1725,481,2025-07-16,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
3380,3054,618,2025-03-26,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3381,416,634,2025-09-20,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3382,9665,169,2025-08-29,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3383,539,624,2025-03-01,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
3384,6324,297,2023-11-01,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3385,184,480,2025-11-04,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3386,4832,861,2023-11-17,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
3387,9156,27,2025-11-23,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3388,2540,784,2024-04-19,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3389,8552,400,2023-12-09,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3390,8023,73,2024-11-15,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3391,947,909,2025-10-14,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3392,9238,630,2025-12-20,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3393,2173,971,2024-05-26,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3394,1781,184,2023-05-07,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
3395,6558,312,2025-10-06,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3396,1889,996,2024-10-05,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3397,5304,339,2025-01-03,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3398,6999,420,2025-03-20,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3399,1214,350,2025-09-25,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3400,3625,477,2025-02-24,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3401,6982,605,2024-03-28,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3402,5361,3,2023-06-30,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3403,1525,753,2025-08-02,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3404,3455,37,2024-12-18,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
3405,6324,294,2023-05-04,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3406,7504,454,2023-04-21,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3407,2494,280,2025-01-13,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3408,5782,618,2023-09-23,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3409,7614,773,2025-12-09,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3410,4755,340,2025-09-25,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3411,943,705,2023-05-15,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3412,947,467,2025-04-26,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3413,9321,771,2025-10-27,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3414,3916,420,2025-02-17,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3415,1889,513,2023-12-07,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
3416,3552,152,2024-03-06,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3417,5698,462,2024-08-11,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3418,9736,307,2025-07-28,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3419,7211,408,2025-12-26,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3420,5843,954,2023-02-02,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
3421,9672,961,2024-02-08,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3422,4194,777,2023-08-01,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3423,6324,175,2023-04-27,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
3424,1829,146,2024-11-09,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3425,5917,421,2024-01-22,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3426,9041,318,2023-10-10,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
3427,8255,550,2024-05-07,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
3428,6838,265,2025-08-24,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3429,9965,480,2025-09-25,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3430,2908,224,2023-04-08,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
3431,4943,152,2024-07-08,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3432,5500,484,2023-05-19,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3433,4941,880,2024-12-25,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3434,8691,547,2024-08-22,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3435,1568,190,2023-01-05,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3436,353,477,2023-07-17,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3437,1108,87,2024-09-26,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3438,9132,909,2024-04-21,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3439,7342,56,2023-01-05,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3440,4857,466,2025-09-20,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3441,1665,56,2023-02-24,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
