IdReview,IdCliente,IdProducto,Fecha,Comentario,Rating
W4293,C008,P014,2024-11-24,"No funciona como esperaba, decepcionado. No volvería a comprar.",2
W4294,C031,P003,2024-01-05,Producto llegó rápido y funciona perfecto. Muy recomendable.,1
W4295,C028,P013,2024-08-13,Satisface lo básico. OK.,4
W4296,C033,P006,2023-09-06,Pésima atención al cliente. No volvería a comprar.,4
W4297,C031,P004,2025-12-09,"Me encanta este producto, excelente calidad. Muy recomendable.",2
W4298,C026,P007,2025-09-14,"Producto recibido, cumple su función. OK.",3
W4299,C009,P003,2024-10-04,"Producto recibido, cumple su función. OK.",1
W4300,C012,P001,2023-08-27,Satisface lo básico. OK.,4
W4301,C032,P006,2025-02-28,Pésima atención al cliente. No volvería a comprar.,4
W4302,C038,P016,2023-08-03,Pésima atención al cliente. No volvería a comprar.,5
W4303,C010,P012,2025-07-09,"Producto recibido, cumple su función. OK.",2
W4304,C039,P012,2025-06-27,"Producto recibido, cumple su función. OK.",2
W4305,C034,P016,2025-04-28,"Calidad superior, muy contento. Muy recomendable.",3
W4306,C011,P013,2025-04-04,"Calidad superior, muy contento. Muy recomendable.",3
W4307,C006,P009,2023-02-07,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",1
W4308,C010,P009,2025-02-04,Satisface lo básico. OK.,2
W4309,C032,P015,2024-05-25,Gran relación calidad-precio. Muy recomendable.,5
W4310,C023,P005,2024-02-14,"Entrega correcta, sin comentarios adicionales. OK.",3
W4311,C009,P013,2025-09-07,Satisface lo básico. OK.,4
W4312,C009,P020,2024-03-12,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W4313,C003,P004,2025-01-24,"Producto recibido, cumple su función. OK.",4
W4314,C017,P003,2025-12-21,Satisface lo básico. OK.,1
W4315,C011,P007,2023-06-06,"No funciona como esperaba, decepcionado. No volvería a comprar.",3
W4316,C029,P017,2024-02-05,Satisface lo básico. OK.,3
W4317,C025,P007,2024-06-30,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W4318,C023,P020,2024-09-07,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W4319,C008,P013,2025-09-05,"Información suficiente, sin mayor novedad. OK.",2
W4320,C019,P007,2025-05-17,"Información suficiente, sin mayor novedad. OK.",3
W4321,C022,P014,2024-05-06,Gran relación calidad-precio. Muy recomendable.,3
W4322,C022,P006,2025-10-16,"Calidad superior, muy contento. Muy recomendable.",4
W4323,C013,P005,2023-12-12,Gran relación calidad-precio. Muy recomendable.,3
W4324,C035,P006,2024-07-20,Pésima atención al cliente. No volvería a comprar.,4
W4325,C035,P002,2023-11-06,"Me encanta este producto, excelente calidad. Muy recomendable.",4
W4326,C038,P006,2025-05-20,Gran relación calidad-precio. Muy recomendable.,3
W4327,C023,P013,2025-05-12,"Entrega correcta, sin comentarios adicionales. OK.",4
W4328,C019,P010,2025-01-05,"Calidad superior, muy contento. Muy recomendable.",1
W4329,C017,P014,2023-11-16,"No funciona como esperaba, decepcionado. No volvería a comprar.",2
W4330,C005,P015,2023-01-15,Gran relación calidad-precio. Muy recomendable.,4
W4331,C006,P017,2023-12-04,"Calidad superior, muy contento. Muy recomendable.",5
W4332,C009,P010,2024-06-08,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",2
W4333,C025,P005,2024-08-02,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W4334,C017,P012,2023-05-13,Satisface lo básico. OK.,4
W4335,C024,P014,2024-02-27,"No funciona como esperaba, decepcionado. No volvería a comprar.",5
W4336,C028,P005,2023-04-25,Gran relación calidad-precio. Muy recomendable.,3
W4337,C040,P011,2025-02-19,"Calidad superior, muy contento. Muy recomendable.",2
W4338,C010,P019,2023-08-27,"Entrega correcta, sin comentarios adicionales. OK.",2
W4339,C004,P005,2023-08-02,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W4340,C018,P017,2025-10-09,"No funciona como esperaba, decepcionado. No volvería a comprar.",2
W4341,C016,P007,2024-09-17,"Información suficiente, sin mayor novedad. OK.",3
W4342,C028,P003,2024-09-15,Producto llegó rápido y funciona perfecto. Muy recomendable.,1
W4343,C016,P002,2024-10-07,Producto llegó rápido y funciona perfecto. Muy recomendable.,4
W4344,C003,P018,2023-11-25,Envío tardío y producto dañado. No volvería a comprar.,3
W4345,C040,P003,2023-10-03,Satisface lo básico. OK.,2
W4346,C016,P009,2023-02-03,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W4347,C028,P005,2025-04-08,"Entrega correcta, sin comentarios adicionales. OK.",3
W4348,C003,P013,2024-09-10,Satisface lo básico. OK.,3
W4349,C024,P008,2023-06-01,"Me encanta este producto, excelente calidad. Muy recomendable.",5
W4350,C037,P002,2024-03-19,"Calidad superior, muy contento. Muy recomendable.",2
W4351,C031,P013,2025-02-03,"Entrega correcta, sin comentarios adicionales. OK.",4
W4352,C007,P019,2025-11-16,Producto llegó rápido y funciona perfecto. Muy recomendable.,4
W4353,C022,P013,2025-03-26,"Entrega correcta, sin comentarios adicionales. OK.",4
W4354,C026,P010,2023-03-02,Satisface lo básico. OK.,1
W4355,C013,P015,2024-11-03,"Es lo que esperaba, nada excepcional. OK.",3
W4356,C004,P003,2025-11-06,Pésima atención al cliente. No volvería a comprar.,1
W4357,C016,P006,2023-06-04,"Información suficiente, sin mayor novedad. OK.",1
W4358,C028,P004,2023-10-29,Envío tardío y producto dañado. No volvería a comprar.,5
W4359,C020,P005,2025-10-17,"Es lo que esperaba, nada excepcional. OK.",3
W4360,C040,P002,2023-11-06,"Entrega correcta, sin comentarios adicionales. OK.",5
W4361,C019,P002,2023-12-23,"Calidad superior, muy contento. Muy recomendable.",2
W4362,C021,P016,2025-08-22,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W4363,C004,P002,2025-06-14,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W4364,C006,P008,2023-02-23,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",1
W4365,C033,P009,2025-10-12,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W4366,C019,P004,2023-07-24,"Me encanta este producto, excelente calidad. Muy recomendable.",2
W4367,C038,P007,2024-12-13,"Información suficiente, sin mayor novedad. OK.",3
W4368,C005,P005,2023-10-13,Envío tardío y producto dañado. No volvería a comprar.,5
W4369,C018,P009,2024-04-18,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",5
W4370,C003,P002,2025-05-30,Gran relación calidad-precio. Muy recomendable.,1
W4371,C020,P011,2023-03-07,"No funciona como esperaba, decepcionado. No volvería a comprar.",4
W4372,C035,P018,2023-02-20,Producto llegó rápido y funciona perfecto. Muy recomendable.,2
W4373,C028,P008,2023-06-06,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",3
W4374,C017,P014,2024-01-23,Gran relación calidad-precio. Muy recomendable.,3
W4375,C037,P008,2024-11-28,"Es lo que esperaba, nada excepcional. OK.",5
W4376,C011,P005,2023-03-27,Envío tardío y producto dañado. No volvería a comprar.,5
W4377,C029,P012,2025-03-09,Pésima atención al cliente. No volvería a comprar.,5
W4378,C015,P002,2025-11-21,Producto llegó rápido y funciona perfecto. Muy recomendable.,4
W4379,C009,P014,2023-06-08,"Muy mala calidad, se rompió rápido. No volvería a comprar.",3
W4380,C028,P006,2024-11-26,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W4381,C038,P011,2025-09-12,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",1
W4382,C021,P009,2023-04-30,"Producto recibido, cumple su función. OK.",4
W4383,C016,P004,2025-09-27,"Calidad superior, muy contento. Muy recomendable.",1
W4384,C025,P011,2025-12-01,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",1
W4385,C037,P016,2024-01-08,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W4386,C030,P011,2025-10-10,"Es lo que esperaba, nada excepcional. OK.",3
W4387,C002,P014,2025-02-08,"Información suficiente, sin mayor novedad. OK.",5
W4388,C017,P009,2025-07-04,"Información suficiente, sin mayor novedad. OK.",3
W4389,C031,P009,2023-01-27,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W4390,C028,P005,2024-09-07,"Es lo que esperaba, nada excepcional. OK.",3
W4391,C007,P005,2023-08-23,"Producto recibido, cumple su función. OK.",4
W4392,C007,P003,2024-10-16,Producto llegó rápido y funciona perfecto. Muy recomendable.,1
W4393,C028,P005,2025-04-10,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W4394,C039,P020,2025-09-01,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W4395,C035,P007,2024-05-04,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W4396,C006,P017,2023-02-17,"Entrega correcta, sin comentarios adicionales. OK.",3
W4397,C040,P002,2024-12-30,"Producto recibido, cumple su función. OK.",2
W4398,C033,P005,2024-06-27,"Es lo que esperaba, nada excepcional. OK.",4
W4399,C017,P015,2023-12-13,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W4400,C026,P005,2025-01-07,Gran relación calidad-precio. Muy recomendable.,5
W4401,C026,P005,2025-03-13,Gran relación calidad-precio. Muy recomendable.,3
W4402,C011,P006,2024-04-05,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W4403,C022,P006,2024-10-25,Pésima atención al cliente. No volvería a comprar.,4
W4404,C004,P002,2025-11-07,Producto llegó rápido y funciona perfecto. Muy recomendable.,1
W4405,C013,P015,2025-06-10,Gran relación calidad-precio. Muy recomendable.,4
W4406,C028,P017,2025-12-25,Gran relación calidad-precio. Muy recomendable.,5
W4407,C012,P016,2023-01-28,Pésima atención al cliente. No volvería a comprar.,5
W4408,C006,P020,2023-06-20,"Entrega correcta, sin comentarios adicionales. OK.",5
W4409,C027,P012,2025-02-01,Satisface lo básico. OK.,3
W4410,C005,P006,2023-02-16,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W4411,C030,P014,2024-11-23,"Información suficiente, sin mayor novedad. OK.",5
W4412,C021,P010,2025-03-09,Satisface lo básico. OK.,1
W4413,C017,P002,2024-06-27,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W4414,C016,P003,2025-05-22,Pésima atención al cliente. No volvería a comprar.,1
W4415,C026,P002,2023-06-06,"Me encanta este producto, excelente calidad. Muy recomendable.",1
W4416,C030,P015,2024-10-22,Gran relación calidad-precio. Muy recomendable.,5
W4417,C040,P019,2024-06-09,Producto llegó rápido y funciona perfecto. Muy recomendable.,4
W4418,C003,P020,2023-11-22,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W4419,C005,P002,2025-05-19,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W4420,C033,P008,2025-03-29,"Me encanta este producto, excelente calidad. Muy recomendable.",1
W4421,C006,P010,2024-11-07,"Es lo que esperaba, nada excepcional. OK.",5
W4422,C008,P014,2024-11-07,Gran relación calidad-precio. Muy recomendable.,5
W4423,C001,P003,2023-10-29,Producto llegó rápido y funciona perfecto. Muy recomendable.,5
W4424,C027,P003,2023-04-30,Pésima atención al cliente. No volvería a comprar.,1
W4425,C022,P005,2023-03-16,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",4
W4426,C021,P011,2025-07-14,"Calidad superior, muy contento. Muy recomendable.",2
W4427,C006,P003,2025-07-08,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",2
W4428,C027,P005,2025-07-06,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",4
W4429,C033,P012,2025-07-23,"Información suficiente, sin mayor novedad. OK.",1
W4430,C008,P014,2023-04-25,"Me encanta este producto, excelente calidad. Muy recomendable.",4
W4431,C007,P012,2023-04-20,Pésima atención al cliente. No volvería a comprar.,5
W4432,C006,P003,2023-09-08,"Producto recibido, cumple su función. OK.",1
W4433,C012,P013,2025-02-19,Satisface lo básico. OK.,3
W4434,C006,P013,2025-03-19,Satisface lo básico. OK.,3
W4435,C012,P015,2023-07-31,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W4436,C013,P009,2023-08-23,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",1
W4437,C029,P017,2025-04-06,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W4438,C033,P009,2024-01-03,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W4439,C022,P009,2024-09-04,"No funciona como esperaba, decepcionado. No volvería a comprar.",4
W4440,C033,P006,2024-10-24,"Información suficiente, sin mayor novedad. OK.",1
W4441,C029,P020,2023-02-07,"Calidad superior, muy contento. Muy recomendable.",4
W4442,C031,P014,2024-03-04,"Me encanta este producto, excelente calidad. Muy recomendable.",4
W4443,C016,P015,2024-12-09,Pésima atención al cliente. No volvería a comprar.,5
W4444,C027,P019,2023-01-10,Producto llegó rápido y funciona perfecto. Muy recomendable.,4
W4445,C005,P005,2023-06-16,"Entrega correcta, sin comentarios adicionales. OK.",3
W4446,C034,P002,2025-02-03,Gran relación calidad-precio. Muy recomendable.,1
W4447,C011,P003,2025-09-08,Gran relación calidad-precio. Muy recomendable.,4
W4448,C017,P011,2023-02-24,"Calidad superior, muy contento. Muy recomendable.",3
W4449,C002,P013,2025-02-14,Satisface lo básico. OK.,3
W4450,C022,P003,2023-09-07,Producto llegó rápido y funciona perfecto. Muy recomendable.,5
W4451,C018,P017,2025-03-10,"No funciona como esperaba, decepcionado. No volvería a comprar.",2
W4452,C012,P014,2025-11-05,"Muy mala calidad, se rompió rápido. No volvería a comprar.",3
W4453,C038,P012,2025-09-21,Satisface lo básico. OK.,4
W4454,C036,P009,2023-03-27,"Producto recibido, cumple su función. OK.",4
W4455,C027,P001,2025-03-15,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",1
W4456,C003,P018,2025-04-28,Envío tardío y producto dañado. No volvería a comprar.,3
W4457,C039,P014,2023-12-17,"No funciona como esperaba, decepcionado. No volvería a comprar.",5
W4458,C009,P002,2023-01-10,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W4459,C039,P020,2023-07-02,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W4460,C029,P015,2024-02-17,"Muy mala calidad, se rompió rápido. No volvería a comprar.",3
W4461,C021,P014,2024-08-09,"Información suficiente, sin mayor novedad. OK.",3
W4462,C021,P002,2024-07-03,Producto llegó rápido y funciona perfecto. Muy recomendable.,4
W4463,C003,P007,2024-11-11,"Producto recibido, cumple su función. OK.",3
W4464,C024,P008,2024-11-16,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W4465,C024,P015,2024-04-13,"Me encanta este producto, excelente calidad. Muy recomendable.",2
W4466,C033,P014,2023-01-01,"Muy mala calidad, se rompió rápido. No volvería a comprar.",3
W4467,C008,P011,2024-01-19,Producto llegó rápido y funciona perfecto. Muy recomendable.,4
W4468,C021,P009,2023-10-27,"Producto recibido, cumple su función. OK.",4
W4469,C013,P017,2025-02-26,"Calidad superior, muy contento. Muy recomendable.",5
W4470,C009,P012,2025-08-24,Satisface lo básico. OK.,4
W4471,C034,P008,2024-02-10,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W4472,C004,P006,2023-08-10,"Entrega correcta, sin comentarios adicionales. OK.",2
W4473,C006,P002,2023-01-06,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W4474,C035,P002,2024-05-02,Satisface lo básico. OK.,2
W4475,C019,P002,2023-10-10,"Me encanta este producto, excelente calidad. Muy recomendable.",4
W4476,C022,P005,2025-01-28,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W4477,C026,P002,2024-10-18,"Me encanta este producto, excelente calidad. Muy recomendable.",1
W4478,C016,P012,2024-02-01,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W4479,C029,P005,2024-02-06,Gran relación calidad-precio. Muy recomendable.,2
W4480,C011,P012,2024-02-05,"Producto recibido, cumple su función. OK.",2
W4481,C031,P003,2023-05-13,Producto llegó rápido y funciona perfecto. Muy recomendable.,1
W4482,C024,P011,2025-01-21,"Calidad superior, muy contento. Muy recomendable.",2
W4483,C015,P003,2023-10-14,"Es lo que esperaba, nada excepcional. OK.",4
W4484,C015,P014,2023-10-02,"Muy mala calidad, se rompió rápido. No volvería a comprar.",5
W4485,C025,P003,2023-12-05,Pésima atención al cliente. No volvería a comprar.,2
W4486,C005,P005,2023-02-20,Envío tardío y producto dañado. No volvería a comprar.,5
W4487,C001,P006,2024-07-23,Gran relación calidad-precio. Muy recomendable.,3
W4488,C005,P008,2025-09-13,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",3
W4489,C032,P020,2024-02-23,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W4490,C033,P011,2024-12-28,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",1
W4491,C001,P006,2025-04-30,"Calidad superior, muy contento. Muy recomendable.",4
W4492,C035,P004,2025-02-06,Gran relación calidad-precio. Muy recomendable.,4
W4493,C027,P018,2024-02-08,"Me encanta este producto, excelente calidad. Muy recomendable.",1
W4494,C027,P007,2023-11-26,"No funciona como esperaba, decepcionado. No volvería a comprar.",3
W4495,C003,P013,2024-09-17,"Muy mala calidad, se rompió rápido. No volvería a comprar.",5
W4496,C027,P017,2024-10-08,"Información suficiente, sin mayor novedad. OK.",4
W4497,C039,P002,2024-04-12,Envío tardío y producto dañado. No volvería a comprar.,4
W4498,C004,P016,2025-05-21,"Calidad superior, muy contento. Muy recomendable.",3
W4499,C015,P002,2025-01-30,Producto llegó rápido y funciona perfecto. Muy recomendable.,4
W4500,C031,P014,2025-10-11,"Información suficiente, sin mayor novedad. OK.",5
W4501,C002,P014,2025-04-20,"Información suficiente, sin mayor novedad. OK.",5
W4502,C035,P006,2025-08-08,Envío tardío y producto dañado. No volvería a comprar.,4
W4503,C022,P014,2025-09-18,"No funciona como esperaba, decepcionado. No volvería a comprar.",5
W4504,C008,P017,2023-03-07,Producto llegó rápido y funciona perfecto. Muy recomendable.,2
W4505,C022,P012,2025-01-12,"Me encanta este producto, excelente calidad. Muy recomendable.",1
W4506,C028,P013,2025-12-06,Satisface lo básico. OK.,3
W4507,C007,P008,2024-03-06,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",1
W4508,C011,P002,2023-02-05,"Me encanta este producto, excelente calidad. Muy recomendable.",4
W4509,C016,P016,2025-07-08,"Entrega correcta, sin comentarios adicionales. OK.",1
W4510,C035,P016,2025-02-17,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W4511,C035,P016,2024-07-11,"Me encanta este producto, excelente calidad. Muy recomendable.",2
W4512,C021,P003,2024-05-26,Satisface lo básico. OK.,1
W4513,C016,P002,2024-03-31,"Entrega correcta, sin comentarios adicionales. OK.",5
W4514,C007,P016,2024-02-26,"Me encanta este producto, excelente calidad. Muy recomendable.",2
W4515,C037,P017,2025-05-04,"No funciona como esperaba, decepcionado. No volvería a comprar.",2
W4516,C025,P009,2024-11-05,"Información suficiente, sin mayor novedad. OK.",3
W4517,C036,P002,2024-08-14,Producto llegó rápido y funciona perfecto. Muy recomendable.,4
W4518,C029,P016,2025-05-19,"Muy mala calidad, se rompió rápido. No volvería a comprar.",3
W4519,C028,P020,2025-11-25,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W4520,C008,P014,2024-06-06,Gran relación calidad-precio. Muy recomendable.,5
W4521,C002,P004,2023-06-13,Gran relación calidad-precio. Muy recomendable.,4
W4522,C017,P014,2023-06-08,Envío tardío y producto dañado. No volvería a comprar.,4
W4523,C007,P010,2025-09-14,Pésima atención al cliente. No volvería a comprar.,1
W4524,C016,P002,2025-02-21,"Entrega correcta, sin comentarios adicionales. OK.",5
W4525,C024,P020,2024-06-01,Producto llegó rápido y funciona perfecto. Muy recomendable.,4
W4526,C030,P013,2025-05-01,Satisface lo básico. OK.,3
W4527,C025,P005,2024-08-22,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W4528,C030,P008,2023-04-01,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",1
W4529,C006,P003,2023-01-20,Satisface lo básico. OK.,2
W4530,C031,P014,2023-04-27,"No funciona como esperaba, decepcionado. No volvería a comprar.",5
W4531,C037,P013,2024-07-20,"Muy mala calidad, se rompió rápido. No volvería a comprar.",5
W4532,C007,P002,2025-11-12,Producto llegó rápido y funciona perfecto. Muy recomendable.,1
W4533,C020,P020,2023-04-03,Gran relación calidad-precio. Muy recomendable.,2
W4534,C032,P010,2024-08-03,Satisface lo básico. OK.,1
W4535,C034,P002,2025-12-18,"Me encanta este producto, excelente calidad. Muy recomendable.",4
W4536,C029,P002,2024-12-20,Satisface lo básico. OK.,2
W4537,C027,P017,2023-10-29,"Calidad superior, muy contento. Muy recomendable.",5
W4538,C022,P015,2024-01-18,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W4539,C005,P020,2024-06-30,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W4540,C039,P011,2023-05-31,"Es lo que esperaba, nada excepcional. OK.",1
W4541,C035,P016,2023-09-28,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W4542,C039,P007,2023-06-18,"Producto recibido, cumple su función. OK.",2
W4543,C036,P005,2023-10-27,"Producto recibido, cumple su función. OK.",4
W4544,C011,P011,2025-11-08,"Calidad superior, muy contento. Muy recomendable.",2
W4545,C007,P006,2024-07-11,"Calidad superior, muy contento. Muy recomendable.",4
W4546,C020,P014,2023-04-17,Gran relación calidad-precio. Muy recomendable.,5
W4547,C022,P018,2024-03-04,Pésima atención al cliente. No volvería a comprar.,2
W4548,C010,P011,2024-04-10,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",4
W4549,C008,P014,2024-10-28,"No funciona como esperaba, decepcionado. No volvería a comprar.",2
W4550,C020,P005,2024-06-18,Gran relación calidad-precio. Muy recomendable.,2
W4551,C038,P009,2025-08-07,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",5
W4552,C012,P014,2025-08-02,"Producto recibido, cumple su función. OK.",5
W4553,C015,P011,2025-12-07,"Es lo que esperaba, nada excepcional. OK.",1
W4554,C039,P019,2025-10-04,"Entrega correcta, sin comentarios adicionales. OK.",2
W4555,C013,P008,2025-07-07,"Me encanta este producto, excelente calidad. Muy recomendable.",1
W4556,C020,P013,2025-01-04,Satisface lo básico. OK.,3
W4557,C019,P005,2023-12-26,Gran relación calidad-precio. Muy recomendable.,1
W4558,C040,P016,2025-12-09,"Calidad superior, muy contento. Muy recomendable.",3
W4559,C028,P008,2025-11-08,"Es lo que esperaba, nada excepcional. OK.",5
W4560,C039,P002,2023-07-06,Producto llegó rápido y funciona perfecto. Muy recomendable.,4
W4561,C024,P016,2025-06-08,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W4562,C015,P003,2024-03-31,"Producto recibido, cumple su función. OK.",5
W4563,C040,P005,2025-03-24,"Es lo que esperaba, nada excepcional. OK.",4
W4564,C005,P006,2023-05-29,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W4565,C016,P016,2024-01-21,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",1
W4566,C013,P003,2023-10-19,Satisface lo básico. OK.,2
W4567,C005,P006,2024-04-03,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W4568,C034,P006,2025-04-22,"Calidad superior, muy contento. Muy recomendable.",5
W4569,C001,P017,2023-09-30,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W4570,C034,P020,2023-04-07,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W4571,C003,P003,2024-10-09,"Entrega correcta, sin comentarios adicionales. OK.",5
W4572,C023,P020,2023-05-14,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W4573,C028,P014,2025-09-11,Gran relación calidad-precio. Muy recomendable.,3
W4574,C022,P004,2023-12-23,"Producto recibido, cumple su función. OK.",2
W4575,C026,P006,2025-10-11,Envío tardío y producto dañado. No volvería a comprar.,4
W4576,C024,P014,2023-03-16,"No funciona como esperaba, decepcionado. No volvería a comprar.",5
W4577,C026,P013,2024-09-21,Satisface lo básico. OK.,3
W4578,C028,P016,2024-11-14,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W4579,C007,P013,2025-02-24,Satisface lo básico. OK.,4
W4580,C032,P005,2025-12-19,"Es lo que esperaba, nada excepcional. OK.",3
W4581,C039,P006,2024-09-21,"Calidad superior, muy contento. Muy recomendable.",5
W4582,C021,P016,2023-12-27,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",1
W4583,C021,P019,2023-02-19,"Calidad superior, muy contento. Muy recomendable.",3
W4584,C030,P003,2025-05-02,"Producto recibido, cumple su función. OK.",5
W4585,C031,P003,2025-01-31,Producto llegó rápido y funciona perfecto. Muy recomendable.,5
W4586,C037,P009,2025-02-15,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",5
W4587,C007,P007,2025-10-08,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",1
W4588,C001,P004,2023-03-11,"Calidad superior, muy contento. Muy recomendable.",1
W4589,C025,P016,2023-08-29,"Me encanta este producto, excelente calidad. Muy recomendable.",2
W4590,C009,P016,2023-09-27,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",1
W4591,C031,P016,2023-02-14,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W4592,C009,P009,2024-01-19,"Producto recibido, cumple su función. OK.",4
W4593,C036,P004,2025-08-18,Envío tardío y producto dañado. No volvería a comprar.,5
W4594,C026,P016,2025-10-31,Gran relación calidad-precio. Muy recomendable.,5
W4595,C013,P006,2024-01-17,"Calidad superior, muy contento. Muy recomendable.",5
W4596,C011,P018,2023-09-15,"Me encanta este producto, excelente calidad. Muy recomendable.",1
W4597,C009,P019,2023-05-18,Producto llegó rápido y funciona perfecto. Muy recomendable.,4
W4598,C006,P013,2025-12-05,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W4599,C024,P011,2024-04-29,"Me encanta este producto, excelente calidad. Muy recomendable.",4
W4600,C022,P016,2024-02-10,"Calidad superior, muy contento. Muy recomendable.",3
W4601,C010,P008,2025-01-24,"Me encanta este producto, excelente calidad. Muy recomendable.",1
W4602,C012,P011,2025-08-11,"Es lo que esperaba, nada excepcional. OK.",3
W4603,C007,P005,2024-05-14,"Producto recibido, cumple su función. OK.",4
W4604,C040,P006,2024-04-04,"Información suficiente, sin mayor novedad. OK.",1
W4605,C038,P002,2023-10-19,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W4606,C038,P015,2023-07-23,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W4607,C009,P003,2025-01-02,Pésima atención al cliente. No volvería a comprar.,1
W4608,C001,P006,2025-09-02,"Entrega correcta, sin comentarios adicionales. OK.",2
W4609,C038,P010,2023-09-11,"Es lo que esperaba, nada excepcional. OK.",5
W4610,C024,P003,2024-12-31,"Producto recibido, cumple su función. OK.",1
W4611,C034,P003,2023-03-30,Pésima atención al cliente. No volvería a comprar.,1
W4612,C008,P008,2023-07-22,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W4613,C008,P006,2023-07-25,Gran relación calidad-precio. Muy recomendable.,3
W4614,C039,P005,2024-09-27,"Es lo que esperaba, nada excepcional. OK.",4
W4615,C027,P013,2024-09-08,"Calidad superior, muy contento. Muy recomendable.",3
W4616,C032,P013,2023-03-26,"Calidad superior, muy contento. Muy recomendable.",3
W4617,C005,P005,2025-01-21,Gran relación calidad-precio. Muy recomendable.,1
W4618,C008,P008,2025-06-30,"Es lo que esperaba, nada excepcional. OK.",5
W4619,C016,P014,2024-12-20,"No funciona como esperaba, decepcionado. No volvería a comprar.",2
W4620,C018,P006,2025-12-16,"Información suficiente, sin mayor novedad. OK.",1
