IdComment,IdCliente,IdProducto,Fuente,Fecha,Comentario
T2192,C025,P004,Instagram,2024-06-25,"No funciona como esperaba, decepcionado"
T2193,C023,P004,Twitter,2025-09-24,"Entrega correcta, sin comentarios adicionales"
T2194,,P005,Instagram,2024-06-24,"Muy satisfecho con la compra, lo recomiendo"
T2195,,P002,Instagram,2024-12-19,"Información suficiente, sin mayor novedad"
T2196,C040,P005,Facebook,2023-09-14,Satisface lo básico
T2197,C020,P001,Instagram,2025-09-05,Pésima atención al cliente
T2198,C037,P001,Facebook,2023-11-07,Producto llegó rápido y funciona perfecto
T2199,C018,P013,Facebook,2023-02-02,"Calidad superior, muy contento"
T2200,C012,P019,Facebook,2024-01-15,Gran relación calidad-precio
T2201,,P015,Twitter,2024-05-05,"Me encanta este producto, excelente calidad"
T2202,C036,P010,Instagram,2023-03-13,"Información suficiente, sin mayor novedad"
T2203,C010,P017,Facebook,2025-03-21,"Muy mala calidad, se rompió rápido"
T2204,C018,P013,Facebook,2024-08-12,Producto llegó rápido y funciona perfecto
T2205,,P016,Twitter,2024-01-21,"Información suficiente, sin mayor novedad"
T2206,,P004,Twitter,2025-10-10,Gran relación calidad-precio
T2207,C015,P016,Facebook,2025-03-05,"Es lo que esperaba, nada excepcional"
T2208,C038,P003,Twitter,2024-05-13,Envío tardío y producto dañado
T2209,C025,P002,Twitter,2024-08-06,"Muy satisfecho con la compra, lo recomiendo"
T2210,,P019,Instagram,2023-06-08,Satisface lo básico
T2211,C024,P004,Instagram,2024-10-21,"No funciona como esperaba, decepcionado"
T2212,C015,P017,Facebook,2024-10-26,"Calidad superior, muy contento"
T2213,C021,P002,Twitter,2024-02-18,"Muy mala calidad, se rompió rápido"
T2214,C030,P013,Instagram,2023-02-25,"Es lo que esperaba, nada excepcional"
T2215,C032,P002,Twitter,2025-10-28,"No funciona como esperaba, decepcionado"
T2216,C006,P009,Instagram,2024-04-04,"Calidad superior, muy contento"
T2217,C022,P011,Facebook,2025-08-13,"Me encanta este producto, excelente calidad"
T2218,C037,P013,Instagram,2024-04-29,"No cumple con lo anunciado, insatisfecho"
T2219,C024,P019,Instagram,2025-08-01,Gran relación calidad-precio
T2220,C015,P008,Facebook,2025-04-19,"Entrega correcta, sin comentarios adicionales"
T2221,C030,P002,Instagram,2024-06-25,"Información suficiente, sin mayor novedad"
T2222,C030,P016,Instagram,2023-09-29,"Calidad superior, muy contento"
T2223,C022,P013,Facebook,2024-12-08,"Calidad superior, muy contento"
T2224,C037,P001,Twitter,2024-09-30,"Información suficiente, sin mayor novedad"
T2225,C017,P002,Twitter,2024-03-05,Gran relación calidad-precio
T2226,,P006,Twitter,2025-01-29,"Muy mala calidad, se rompió rápido"
T2227,,P005,Twitter,2023-05-20,Producto llegó rápido y funciona perfecto
T2228,C027,P008,Facebook,2023-09-06,Producto llegó rápido y funciona perfecto
T2229,C038,P002,Instagram,2023-04-28,"Me encanta este producto, excelente calidad"
T2230,C037,P004,Instagram,2025-04-26,"No funciona como esperaba, decepcionado"
T2231,C020,P012,Instagram,2024-11-15,Gran relación calidad-precio
T2232,C005,P013,Twitter,2025-01-31,Producto llegó rápido y funciona perfecto
T2233,C013,P001,Twitter,2025-07-18,"Información suficiente, sin mayor novedad"
T2234,C008,P001,Facebook,2023-09-20,Satisface lo básico
T2235,C015,P003,Instagram,2023-10-14,"Información suficiente, sin mayor novedad"
T2236,C037,P013,Twitter,2023-07-04,Gran relación calidad-precio
T2237,,P002,Instagram,2024-07-24,"Me encanta este producto, excelente calidad"
T2238,C037,P019,Instagram,2023-11-29,"Es lo que esperaba, nada excepcional"
T2239,C025,P012,Instagram,2024-05-02,Gran relación calidad-precio
T2240,C004,P003,Twitter,2025-06-30,"Muy mala calidad, se rompió rápido"
T2241,,P014,Twitter,2023-07-03,"Producto recibido, cumple su función"
T2242,C025,P008,Facebook,2024-05-09,Producto llegó rápido y funciona perfecto
T2243,C013,P007,Instagram,2024-06-20,"Calidad superior, muy contento"
T2244,C010,P010,Instagram,2025-03-05,"Entrega correcta, sin comentarios adicionales"
T2245,C011,P007,Twitter,2023-03-26,Producto llegó rápido y funciona perfecto
T2246,C037,P012,Instagram,2024-05-04,Gran relación calidad-precio
T2247,C036,P012,Instagram,2025-11-06,Gran relación calidad-precio
T2248,C015,P001,Instagram,2025-10-27,Satisface lo básico
T2249,C021,P008,Facebook,2024-08-22,"Entrega correcta, sin comentarios adicionales"
T2250,C012,P020,Twitter,2025-01-14,"Me encanta este producto, excelente calidad"
T2251,C027,P020,Facebook,2024-02-01,"Producto recibido, cumple su función"
T2252,C029,P003,Twitter,2024-09-10,"Muy mala calidad, se rompió rápido"
T2253,C011,P002,Facebook,2025-06-15,Pésima atención al cliente
T2254,C009,P014,Twitter,2023-09-29,Producto llegó rápido y funciona perfecto
T2255,C039,P015,Instagram,2025-02-08,"Es lo que esperaba, nada excepcional"
T2256,C033,P013,Facebook,2024-01-05,Gran relación calidad-precio
T2257,C030,P018,Facebook,2025-03-10,"Información suficiente, sin mayor novedad"
T2258,C002,P015,Instagram,2023-08-17,"Es lo que esperaba, nada excepcional"
T2259,C040,P011,Twitter,2023-06-02,"Calidad superior, muy contento"
T2260,C020,P015,Facebook,2025-04-11,Pésima atención al cliente
T2261,C026,P010,Instagram,2024-12-27,"Entrega correcta, sin comentarios adicionales"
T2262,,P001,Facebook,2024-05-06,"Entrega correcta, sin comentarios adicionales"
T2263,C009,P006,Instagram,2025-02-05,"Es lo que esperaba, nada excepcional"
T2264,C031,P006,Instagram,2025-05-17,"Es lo que esperaba, nada excepcional"
T2265,C028,P013,Instagram,2024-06-14,"Es lo que esperaba, nada excepcional"
T2266,C017,P015,Facebook,2025-07-19,Envío tardío y producto dañado
T2267,,P003,Facebook,2025-05-30,Envío tardío y producto dañado
T2268,C036,P013,Instagram,2024-04-02,Gran relación calidad-precio
T2269,C023,P012,Twitter,2023-11-02,"No funciona como esperaba, decepcionado"
T2270,C017,P020,Twitter,2023-08-30,"Me encanta este producto, excelente calidad"
T2271,C009,P011,Facebook,2024-11-17,"Me encanta este producto, excelente calidad"
T2272,C032,P012,Instagram,2023-12-31,Envío tardío y producto dañado
T2273,,P015,Instagram,2023-11-26,"Es lo que esperaba, nada excepcional"
T2274,C031,P004,Facebook,2023-06-23,"Es lo que esperaba, nada excepcional"
T2275,C039,P015,Instagram,2024-08-02,"Es lo que esperaba, nada excepcional"
T2276,,P020,Facebook,2024-02-05,Gran relación calidad-precio
T2277,C013,P010,Facebook,2023-02-18,"Calidad superior, muy contento"
T2278,,P002,Twitter,2023-10-26,Gran relación calidad-precio
T2279,C021,P002,Twitter,2025-07-15,"Muy mala calidad, se rompió rápido"
T2280,,P010,Instagram,2025-05-06,"Entrega correcta, sin comentarios adicionales"
T2281,C017,P006,Twitter,2024-07-13,"No funciona como esperaba, decepcionado"
T2282,C009,P005,Instagram,2024-10-18,"Muy satisfecho con la compra, lo recomiendo"
T2283,C018,P015,Facebook,2025-06-27,"Muy mala calidad, se rompió rápido"
T2284,C032,P010,Instagram,2025-06-30,"Muy satisfecho con la compra, lo recomiendo"
T2285,C002,P016,Facebook,2024-05-02,Gran relación calidad-precio
T2286,C040,P011,Facebook,2024-05-04,"Me encanta este producto, excelente calidad"
T2287,C038,P008,Twitter,2023-07-31,Producto llegó rápido y funciona perfecto
T2288,C008,P001,Facebook,2024-02-03,Satisface lo básico
T2289,C011,P008,Instagram,2025-07-08,Gran relación calidad-precio
T2290,,P002,Twitter,2024-05-14,"No funciona como esperaba, decepcionado"
T2291,C033,P010,Twitter,2024-05-09,"Entrega correcta, sin comentarios adicionales"
T2292,C033,P008,Twitter,2023-12-24,"Entrega correcta, sin comentarios adicionales"
T2293,C031,P013,Twitter,2023-01-26,"Me encanta este producto, excelente calidad"
T2294,C013,P019,Facebook,2025-03-10,Gran relación calidad-precio
T2295,C012,P007,Instagram,2023-02-23,"Producto recibido, cumple su función"
T2296,C032,P005,Twitter,2025-02-08,"Producto recibido, cumple su función"
T2297,C010,P020,Twitter,2024-03-24,"Me encanta este producto, excelente calidad"
T2298,C008,P004,Instagram,2023-03-20,Producto llegó rápido y funciona perfecto
T2299,C012,P005,Instagram,2023-12-28,"Me encanta este producto, excelente calidad"
T2300,C035,P019,Instagram,2023-10-04,"Es lo que esperaba, nada excepcional"
T2301,C018,P016,Facebook,2023-05-19,"Producto recibido, cumple su función"
T2302,,P008,Twitter,2025-09-13,"Entrega correcta, sin comentarios adicionales"
T2303,C002,P017,Twitter,2024-12-28,Gran relación calidad-precio
T2304,C003,P016,Instagram,2024-08-25,Envío tardío y producto dañado
T2305,C031,P010,Instagram,2024-09-15,"No cumple con lo anunciado, insatisfecho"
T2306,C006,P011,Facebook,2024-01-28,Producto llegó rápido y funciona perfecto
T2307,,P008,Twitter,2025-07-05,"Entrega correcta, sin comentarios adicionales"
T2308,C027,P002,Twitter,2025-03-24,"Muy mala calidad, se rompió rápido"
T2309,C002,P003,Twitter,2023-06-22,Envío tardío y producto dañado
T2310,,P003,Instagram,2024-05-09,"Producto recibido, cumple su función"
T2311,C018,P020,Instagram,2023-04-28,"Calidad superior, muy contento"
T2312,C028,P003,Instagram,2025-10-10,Envío tardío y producto dañado
T2313,C025,P008,Facebook,2024-10-25,Producto llegó rápido y funciona perfecto
T2314,,P005,Instagram,2023-12-15,"Muy satisfecho con la compra, lo recomiendo"
T2315,C022,P020,Instagram,2024-10-02,Gran relación calidad-precio
T2316,C032,P005,Facebook,2023-10-06,"Entrega correcta, sin comentarios adicionales"
T2317,C028,P005,Facebook,2023-08-07,"Muy satisfecho con la compra, lo recomiendo"
T2318,C007,P015,Instagram,2024-12-15,"Es lo que esperaba, nada excepcional"
T2319,C026,P019,Instagram,2023-03-17,"Es lo que esperaba, nada excepcional"
T2320,C019,P010,Instagram,2023-03-26,Gran relación calidad-precio
T2321,C011,P015,Instagram,2023-02-28,"Entrega correcta, sin comentarios adicionales"
T2322,C016,P008,Facebook,2023-04-26,"Calidad superior, muy contento"
T2323,C038,P013,Instagram,2025-12-26,"No funciona como esperaba, decepcionado"
T2324,C002,P018,Facebook,2023-12-29,"Información suficiente, sin mayor novedad"
T2325,C018,P005,Twitter,2025-01-17,"Producto recibido, cumple su función"
T2326,C022,P020,Instagram,2025-04-20,Gran relación calidad-precio
T2327,C025,P011,Twitter,2024-10-22,"Información suficiente, sin mayor novedad"
T2328,C028,P002,Twitter,2024-04-14,"No funciona como esperaba, decepcionado"
T2329,C028,P010,Instagram,2025-04-11,Gran relación calidad-precio
T2330,C011,P012,Instagram,2025-01-11,Producto llegó rápido y funciona perfecto
T2331,C028,P014,Twitter,2023-01-17,"Producto recibido, cumple su función"
T2332,C021,P013,Instagram,2024-05-16,"Me encanta este producto, excelente calidad"
T2333,C011,P015,Facebook,2024-03-31,"Muy mala calidad, se rompió rápido"
T2334,C010,P002,Twitter,2025-08-23,Gran relación calidad-precio
T2335,C030,P014,Facebook,2025-06-14,Gran relación calidad-precio
T2336,C012,P016,Instagram,2025-09-02,Gran relación calidad-precio
T2337,C020,P006,Twitter,2025-10-04,"No funciona como esperaba, decepcionado"
T2338,C035,P008,Facebook,2024-12-25,Producto llegó rápido y funciona perfecto
T2339,C020,P017,Facebook,2023-06-07,"Muy mala calidad, se rompió rápido"
T2340,C039,P011,Instagram,2023-07-03,"Entrega correcta, sin comentarios adicionales"
T2341,C035,P002,Instagram,2024-08-05,"Me encanta este producto, excelente calidad"
T2342,C011,P002,Twitter,2024-10-23,"Muy mala calidad, se rompió rápido"
T2343,C015,P011,Facebook,2025-05-13,"Me encanta este producto, excelente calidad"
T2344,C032,P015,Instagram,2024-05-09,"Es lo que esperaba, nada excepcional"
T2345,,P002,Facebook,2024-12-01,"No funciona como esperaba, decepcionado"
T2346,C035,P013,Facebook,2025-09-05,Gran relación calidad-precio
T2347,C026,P015,Facebook,2023-04-29,"Muy mala calidad, se rompió rápido"
T2348,C033,P008,Instagram,2024-03-26,Gran relación calidad-precio
T2349,C022,P015,Instagram,2023-11-16,"Entrega correcta, sin comentarios adicionales"
T2350,C006,P012,Facebook,2024-12-23,Gran relación calidad-precio
T2351,C032,P012,Instagram,2023-01-15,Gran relación calidad-precio
T2352,C004,P010,Instagram,2023-09-01,"Información suficiente, sin mayor novedad"
T2353,C024,P019,Instagram,2024-09-01,"Me encanta este producto, excelente calidad"
T2354,C005,P005,Instagram,2025-02-27,"Muy mala calidad, se rompió rápido"
T2355,C014,P005,Facebook,2025-10-05,Pésima atención al cliente
T2356,C022,P016,Instagram,2023-07-07,Envío tardío y producto dañado
T2357,,P011,Twitter,2024-09-16,"Calidad superior, muy contento"
T2358,C014,P005,Facebook,2023-05-19,"Entrega correcta, sin comentarios adicionales"
T2359,C007,P005,Twitter,2024-08-06,"Muy mala calidad, se rompió rápido"
T2360,C008,P019,Facebook,2025-04-21,"No cumple con lo anunciado, insatisfecho"
T2361,C015,P008,Facebook,2024-11-22,"Entrega correcta, sin comentarios adicionales"
T2362,C022,P010,Instagram,2024-12-21,"Información suficiente, sin mayor novedad"
T2363,,P005,Twitter,2025-07-08,"No funciona como esperaba, decepcionado"
T2364,C019,P016,Facebook,2024-04-23,"Producto recibido, cumple su función"
T2365,C027,P006,Instagram,2023-03-26,"No cumple con lo anunciado, insatisfecho"
T2366,,P010,Instagram,2023-04-25,"Entrega correcta, sin comentarios adicionales"
T2367,C003,P003,Instagram,2024-07-17,"Producto recibido, cumple su función"
T2368,C039,P012,Instagram,2023-10-17,Envío tardío y producto dañado
T2369,C026,P003,Instagram,2023-04-13,"Entrega correcta, sin comentarios adicionales"
T2370,C031,P013,Instagram,2023-03-03,"Es lo que esperaba, nada excepcional"
T2371,C030,P001,Instagram,2023-01-20,Satisface lo básico
T2372,C013,P014,Instagram,2024-07-23,"Calidad superior, muy contento"
T2373,,P020,Twitter,2024-11-03,"Muy mala calidad, se rompió rápido"
T2374,,P020,Facebook,2024-05-26,Gran relación calidad-precio
T2375,C022,P017,Twitter,2025-03-13,"No funciona como esperaba, decepcionado"
T2376,C011,P002,Twitter,2025-06-17,"Muy satisfecho con la compra, lo recomiendo"
T2377,,P002,Instagram,2024-09-26,"Información suficiente, sin mayor novedad"
T2378,C003,P003,Twitter,2023-05-13,"Muy mala calidad, se rompió rápido"
T2379,C015,P002,Instagram,2023-01-09,"Calidad superior, muy contento"
T2380,C007,P001,Facebook,2025-01-14,Producto llegó rápido y funciona perfecto
T2381,C026,P017,Instagram,2025-02-03,"Es lo que esperaba, nada excepcional"
T2382,C033,P019,Instagram,2025-09-03,Pésima atención al cliente
T2383,,P019,Instagram,2023-03-17,Satisface lo básico
T2384,C031,P010,Twitter,2025-04-20,"Me encanta este producto, excelente calidad"
T2385,C026,P015,Facebook,2025-02-02,Envío tardío y producto dañado
T2386,C024,P005,Twitter,2025-11-30,"No funciona como esperaba, decepcionado"
T2387,C008,P008,Facebook,2024-02-20,"Calidad superior, muy contento"
T2388,,P010,Twitter,2024-08-12,"Producto recibido, cumple su función"
T2389,C014,P019,Facebook,2025-08-24,"Calidad superior, muy contento"
T2390,C022,P015,Instagram,2024-03-08,"Entrega correcta, sin comentarios adicionales"
T2391,C018,P001,Instagram,2023-10-05,Pésima atención al cliente
T2392,C015,P015,Twitter,2024-01-27,Pésima atención al cliente
T2393,C007,P002,Twitter,2024-10-25,"Muy mala calidad, se rompió rápido"
T2394,C036,P013,Instagram,2025-02-13,"No funciona como esperaba, decepcionado"
T2395,C023,P018,Facebook,2023-05-21,Gran relación calidad-precio
T2396,,P002,Instagram,2025-01-11,"Me encanta este producto, excelente calidad"
T2397,C019,P007,Instagram,2024-12-14,"Calidad superior, muy contento"
T2398,C006,P015,Facebook,2024-12-11,"Muy mala calidad, se rompió rápido"
T2399,C009,P008,Twitter,2025-07-05,"Entrega correcta, sin comentarios adicionales"
T2400,C025,P014,Twitter,2025-07-15,"Producto recibido, cumple su función"
T2401,,P008,Facebook,2023-04-23,"Calidad superior, muy contento"
T2402,,P011,Instagram,2024-01-19,Gran relación calidad-precio
T2403,C008,P019,Instagram,2024-02-15,Gran relación calidad-precio
T2404,C011,P017,Facebook,2023-07-26,Gran relación calidad-precio
T2405,C026,P011,Twitter,2024-02-05,"Calidad superior, muy contento"
T2406,,P017,Instagram,2025-03-12,"Me encanta este producto, excelente calidad"
T2407,C037,P019,Instagram,2025-05-23,Satisface lo básico
T2408,C038,P005,Facebook,2023-02-15,"Entrega correcta, sin comentarios adicionales"
T2409,C025,P015,Instagram,2023-06-11,"Es lo que esperaba, nada excepcional"
T2410,C018,P005,Instagram,2024-10-28,"Muy mala calidad, se rompió rápido"
T2411,C004,P014,Instagram,2025-02-12,"Entrega correcta, sin comentarios adicionales"
T2412,C025,P016,Twitter,2024-02-14,"Me encanta este producto, excelente calidad"
T2413,C003,P020,Facebook,2023-10-11,"Producto recibido, cumple su función"
T2414,C036,P015,Twitter,2024-05-31,Producto llegó rápido y funciona perfecto
T2415,,P017,Facebook,2023-04-17,Pésima atención al cliente
T2416,C019,P010,Instagram,2023-08-22,"Entrega correcta, sin comentarios adicionales"
T2417,C016,P010,Twitter,2024-11-12,Envío tardío y producto dañado
T2418,C032,P017,Facebook,2023-03-16,Gran relación calidad-precio
T2419,C019,P013,Instagram,2024-11-07,"No funciona como esperaba, decepcionado"
T2420,,P016,Facebook,2025-04-18,"Es lo que esperaba, nada excepcional"
T2421,C006,P011,Instagram,2024-05-07,"Entrega correcta, sin comentarios adicionales"
T2422,,P007,Instagram,2024-10-12,"Producto recibido, cumple su función"
T2423,,P020,Instagram,2025-02-26,"Calidad superior, muy contento"
T2424,C003,P006,Instagram,2023-11-12,"No cumple con lo anunciado, insatisfecho"
T2425,C023,P016,Facebook,2023-02-15,Gran relación calidad-precio
T2426,C019,P020,Facebook,2024-03-17,Gran relación calidad-precio
T2427,,P002,Twitter,2024-02-11,"Muy satisfecho con la compra, lo recomiendo"
T2428,C003,P005,Facebook,2023-09-29,Pésima atención al cliente
T2429,C011,P015,Facebook,2025-06-22,"Muy mala calidad, se rompió rápido"
T2430,C008,P005,Facebook,2023-01-28,"Entrega correcta, sin comentarios adicionales"
T2431,,P005,Facebook,2025-01-06,Satisface lo básico
T2432,C012,P020,Facebook,2024-09-17,"Producto recibido, cumple su función"
T2433,C015,P020,Facebook,2024-02-18,"No funciona como esperaba, decepcionado"
T2434,C007,P004,Instagram,2024-02-04,Producto llegó rápido y funciona perfecto
T2435,C026,P003,Instagram,2023-06-22,"Entrega correcta, sin comentarios adicionales"
T2436,C039,P020,Facebook,2025-01-16,"No cumple con lo anunciado, insatisfecho"
T2437,C013,P005,Instagram,2023-07-16,"Muy satisfecho con la compra, lo recomiendo"
T2438,,P011,Twitter,2025-09-22,"Información suficiente, sin mayor novedad"
T2439,C030,P018,Facebook,2024-05-10,"Información suficiente, sin mayor novedad"
T2440,C032,P013,Twitter,2023-03-06,Gran relación calidad-precio
T2441,C006,P015,Twitter,2024-06-12,"Muy mala calidad, se rompió rápido"
T2442,C025,P012,Instagram,2024-04-02,Pésima atención al cliente
T2443,,P012,Facebook,2024-08-24,Gran relación calidad-precio
T2444,C037,P013,Facebook,2024-02-26,Producto llegó rápido y funciona perfecto
T2445,C029,P003,Twitter,2023-03-04,"Calidad superior, muy contento"
T2446,,P012,Instagram,2024-04-12,Producto llegó rápido y funciona perfecto
T2447,C036,P002,Twitter,2025-06-23,Gran relación calidad-precio
T2448,C035,P006,Twitter,2025-11-18,"Información suficiente, sin mayor novedad"
T2449,C009,P019,Instagram,2025-03-14,Producto llegó rápido y funciona perfecto
T2450,C037,P005,Instagram,2025-06-09,"Calidad superior, muy contento"
T2451,C023,P012,Twitter,2024-11-24,"No funciona como esperaba, decepcionado"
T2452,C007,P010,Instagram,2024-04-04,"Información suficiente, sin mayor novedad"
T2453,C003,P004,Instagram,2023-12-13,"No funciona como esperaba, decepcionado"
T2454,C013,P010,Facebook,2025-10-02,"Calidad superior, muy contento"
T2455,C011,P015,Facebook,2025-10-13,"Muy mala calidad, se rompió rápido"
T2456,,P002,Twitter,2025-07-24,Gran relación calidad-precio
T2457,,P010,Facebook,2024-05-21,Gran relación calidad-precio
T2458,C027,P013,Instagram,2024-04-09,Gran relación calidad-precio
T2459,,P012,Instagram,2023-05-16,Producto llegó rápido y funciona perfecto
T2460,C027,P015,Instagram,2023-12-23,"Muy mala calidad, se rompió rápido"
T2461,C022,P008,Instagram,2023-06-18,Gran relación calidad-precio
T2462,C025,P005,Instagram,2024-10-29,"Calidad superior, muy contento"
T2463,C040,P013,Facebook,2025-06-24,"No cumple con lo anunciado, insatisfecho"
T2464,C023,P019,Instagram,2024-09-21,Pésima atención al cliente
T2465,C024,P013,Twitter,2023-12-20,Gran relación calidad-precio
T2466,C004,P015,Twitter,2025-06-26,Pésima atención al cliente
T2467,C023,P020,Twitter,2025-05-21,"Entrega correcta, sin comentarios adicionales"
T2468,,P011,Facebook,2024-04-24,Pésima atención al cliente
T2469,C025,P013,Instagram,2025-04-02,"No funciona como esperaba, decepcionado"
T2470,C013,P010,Instagram,2025-10-03,"Entrega correcta, sin comentarios adicionales"
T2471,,P003,Facebook,2023-05-22,"Muy satisfecho con la compra, lo recomiendo"
T2472,C038,P013,Twitter,2023-06-27,Producto llegó rápido y funciona perfecto
T2473,C032,P018,Instagram,2025-06-24,Envío tardío y producto dañado
T2474,C026,P020,Facebook,2023-03-07,"Es lo que esperaba, nada excepcional"
T2475,C039,P011,Instagram,2023-08-31,"Calidad superior, muy contento"
T2476,,P017,Facebook,2023-10-19,Pésima atención al cliente
T2477,C008,P013,Facebook,2025-05-04,"No funciona como esperaba, decepcionado"
T2478,C028,P005,Facebook,2023-05-26,"Entrega correcta, sin comentarios adicionales"
T2479,C009,P020,Facebook,2023-11-12,"Es lo que esperaba, nada excepcional"
T2480,C011,P017,Twitter,2025-01-17,Gran relación calidad-precio
T2481,C039,P011,Facebook,2023-10-06,Pésima atención al cliente
T2482,C016,P017,Twitter,2023-05-03,Gran relación calidad-precio
T2483,C013,P019,Instagram,2024-07-05,Gran relación calidad-precio
T2484,,P020,Facebook,2023-08-27,"Producto recibido, cumple su función"
T2485,C023,P004,Twitter,2023-02-21,"Calidad superior, muy contento"
T2486,,P020,Facebook,2024-07-11,"Producto recibido, cumple su función"
T2487,C036,P013,Instagram,2025-05-29,Gran relación calidad-precio
T2488,C011,P017,Facebook,2023-04-14,"Calidad superior, muy contento"
T2489,C008,P015,Twitter,2024-01-08,"Me encanta este producto, excelente calidad"
T2490,C005,P003,Twitter,2025-09-04,Envío tardío y producto dañado
T2491,C017,P010,Instagram,2024-04-18,Gran relación calidad-precio
T2492,C020,P010,Instagram,2025-07-13,"Entrega correcta, sin comentarios adicionales"
T2493,C029,P004,Facebook,2025-10-25,"Es lo que esperaba, nada excepcional"
T2494,C037,P001,Facebook,2025-06-27,Satisface lo básico
T2495,,P011,Twitter,2025-09-16,"Información suficiente, sin mayor novedad"
T2496,C026,P010,Facebook,2023-08-26,"Calidad superior, muy contento"
T2497,,P008,Facebook,2025-03-07,"Calidad superior, muy contento"
T2498,C018,P004,Twitter,2024-10-23,"Calidad superior, muy contento"
T2499,C019,P004,Instagram,2025-02-13,Producto llegó rápido y funciona perfecto
T2500,C039,P012,Instagram,2025-05-04,Envío tardío y producto dañado
T2501,C011,P007,Twitter,2023-12-13,Pésima atención al cliente
T2502,C038,P008,Facebook,2024-01-25,"Entrega correcta, sin comentarios adicionales"
T2503,,P005,Twitter,2025-06-22,"Me encanta este producto, excelente calidad"
T2504,C005,P002,Instagram,2025-02-14,"Me encanta este producto, excelente calidad"
T2505,,P001,Facebook,2023-05-23,"Entrega correcta, sin comentarios adicionales"
T2506,,P013,Twitter,2025-01-19,Satisface lo básico
T2507,C025,P005,Instagram,2025-04-29,"Me encanta este producto, excelente calidad"
T2508,C026,P005,Facebook,2023-06-24,Pésima atención al cliente
T2509,C029,P016,Instagram,2023-02-02,"Calidad superior, muy contento"
T2510,C038,P012,Twitter,2025-04-04,"Entrega correcta, sin comentarios adicionales"
T2511,C016,P019,Instagram,2025-11-27,Satisface lo básico
T2512,C006,P017,Twitter,2023-04-25,Gran relación calidad-precio
T2513,C036,P006,Twitter,2025-07-06,"Muy mala calidad, se rompió rápido"
T2514,C017,P018,Twitter,2025-01-05,Satisface lo básico
T2515,C006,P002,Instagram,2023-03-03,"Información suficiente, sin mayor novedad"
T2516,C024,P003,Instagram,2023-03-20,"Información suficiente, sin mayor novedad"
T2517,C037,P005,Facebook,2025-06-20,"Muy satisfecho con la compra, lo recomiendo"
T2518,C021,P013,Instagram,2025-03-13,"No funciona como esperaba, decepcionado"
T2519,C004,P008,Twitter,2023-09-14,"Entrega correcta, sin comentarios adicionales"
T2520,C008,P011,Instagram,2025-02-25,"Calidad superior, muy contento"
T2521,C032,P010,Instagram,2023-11-22,"Entrega correcta, sin comentarios adicionales"
T2522,C014,P016,Twitter,2024-08-02,"Me encanta este producto, excelente calidad"
T2523,C035,P012,Twitter,2025-09-02,"Entrega correcta, sin comentarios adicionales"
T2524,C015,P012,Instagram,2024-07-16,"Es lo que esperaba, nada excepcional"
T2525,C023,P005,Facebook,2023-11-19,Satisface lo básico
T2526,C027,P003,Twitter,2025-12-02,Envío tardío y producto dañado
T2527,C030,P008,Facebook,2024-04-25,"Calidad superior, muy contento"
T2528,C022,P016,Instagram,2025-11-01,Envío tardío y producto dañado
T2529,C017,P020,Twitter,2023-06-14,"Me encanta este producto, excelente calidad"
T2530,C011,P005,Facebook,2023-09-04,"Entrega correcta, sin comentarios adicionales"
T2531,C016,P003,Instagram,2024-01-03,"Producto recibido, cumple su función"
T2532,C025,P008,Facebook,2024-06-15,Producto llegó rápido y funciona perfecto
T2533,C037,P015,Instagram,2023-02-01,"Es lo que esperaba, nada excepcional"
T2534,C027,P013,Instagram,2024-10-17,"Muy mala calidad, se rompió rápido"
T2535,C026,P020,Facebook,2024-06-25,"Es lo que esperaba, nada excepcional"
T2536,C013,P017,Facebook,2025-06-29,Pésima atención al cliente
T2537,C017,P006,Instagram,2025-06-08,"Es lo que esperaba, nada excepcional"
T2538,C014,P011,Facebook,2024-12-04,"Me encanta este producto, excelente calidad"
T2539,C023,P014,Facebook,2023-01-16,Gran relación calidad-precio
T2540,C007,P003,Twitter,2023-12-17,Envío tardío y producto dañado
T2541,C026,P013,Instagram,2024-01-20,"No funciona como esperaba, decepcionado"
T2542,,P003,Facebook,2025-09-19,"Muy satisfecho con la compra, lo recomiendo"
T2543,C005,P016,Twitter,2025-08-10,"Me encanta este producto, excelente calidad"
T2544,C004,P015,Twitter,2024-05-16,"Entrega correcta, sin comentarios adicionales"
T2545,C038,P005,Instagram,2023-02-17,"Me encanta este producto, excelente calidad"
T2546,C025,P015,Instagram,2024-11-30,"Es lo que esperaba, nada excepcional"
T2547,,P002,Facebook,2023-05-18,"No funciona como esperaba, decepcionado"
T2548,C023,P006,Instagram,2023-04-10,"No cumple con lo anunciado, insatisfecho"
T2549,C018,P020,Twitter,2024-11-05,"Me encanta este producto, excelente calidad"
T2550,C005,P010,Facebook,2024-05-06,"No cumple con lo anunciado, insatisfecho"
T2551,,P008,Twitter,2023-02-12,"Entrega correcta, sin comentarios adicionales"
T2552,C018,P008,Instagram,2024-02-23,Gran relación calidad-precio
T2553,C004,P013,Facebook,2023-03-15,"Calidad superior, muy contento"
T2554,,P015,Twitter,2024-10-15,"Entrega correcta, sin comentarios adicionales"
T2555,C007,P002,Twitter,2025-03-24,"Muy mala calidad, se rompió rápido"
T2556,,P005,Facebook,2025-01-31,"Entrega correcta, sin comentarios adicionales"
T2557,C002,P004,Twitter,2023-01-09,Gran relación calidad-precio
